customer_id,age,gender,monthly_charges,total_charges,tenure_months,contract_type,payment_method,internet_service,phone_service,multiple_lines,online_security,tech_support,streaming_tv,paperless_billing,senior_citizen,partner,dependents,churn
CUST_000075,5.703823438653835,FEMALE,52.2538450594241,1397.76,28.0,1-year,Electronic check,DSL,Y,,No,,yes,no,0,Yes,yes,No
CUST_000076,57.32853756562836,f,,,66.0,monthly,Credit card,none,N,Yes,No,No,No,N,Yes,yes,no,No
CUST_000077,46.30570602357257,Female,23.259459627958627,195.05,8.0,2-year,bank_transfer,DSL,no,no,no,Yes,no,Y,0,No,No,no
CUST_000078,40.514889743011985,Female,53.30764538685601,$1545.92,29.0,Month-to-month,Mailed check,fiber,0,no,No internet service,yes,No,N,0,Yes,Yes,No
CUST_000079,46.37641164803254,FEMALE,64.37882134258196,714.62,11.0,monthly,credit_card,Fiber optic,Y,No,No internet service,yes,Yes,no,1,No,yes,No
CUST_000080,15.186466280986608,F,46.80633166036333,779.74,18.0,2-year,Electronic check,Fiber optic,N,yes,,,No,Y,0,yes,No,yes
CUST_000081,41.70492168243732,f,46.26987250420809,2728.43,55.0,monthly,Electronic check,No,No,,Yes,No,yes,Yes,1,Yes,No,yes
CUST_000082,50.3566885726762,F,51.64440887062228,2377.09,50.0,Two year,Bank transfer,fiber,0,No,,Yes,No internet service,Yes,No,Yes,Yes,yes
CUST_000083,67.16841067112274,Female,70.84385456652747,1015.75,14.0,Month-to-month,Credit card,none,Y,,No,No,Yes,yes,0,yes,yes,yes
CUST_000084,37.22594672589529,f,61.253419631872504,603.79,9.0,monthly,Electronic check,none,yes,No phone service,No,No internet service,No internet service,Yes,1,yes,Yes,yes
CUST_000085,32.87259595660218,Female,20.235375333500556,233.12,,Two year,Electronic check,none,0,,no,No,Yes,Y,No,no,Yes,0
CUST_000086,37.47364434623195,m,22.585996947298675,1526.52,63.0,Month-to-month,credit_card,fiber,N,no,no,No internet service,Yes,Y,1,Yes,no,N
CUST_000087,58.731031765531114,FEMALE,52.862696442856496,3264.19,67.0,One year,credit_card,No,yes,Yes,No internet service,yes,yes,Yes,0,yes,no,Yes
CUST_000088,49.93126664489527,MALE,74.15373172107104,4178.99,53.0,Two year,Bank transfer,No,Y,Yes,,No internet service,No,No,No,yes,Yes,no
CUST_000089,37.05359694349442,f,10.049903145495307,370.59,39.0,  1-year  ,bank_transfer,DSL,No,Yes,No,Yes,yes,Y,No,Yes,no,Y
CUST_000090,52.699011496700344,f,55.00539647696739,,56.0,Month-to-month,Bank transfer,fiber,yes,,Yes,,yes,yes,No,no,yes,1
CUST_000091,46.456163240220604,MALE,54.475042869651574,1667.73,28.0,monthly,Bank transfer,fiber,no,no,yes,,yes,No,1,No,no,N
CUST_000092,59.529674857993335,Female,92.76675556416896,3966.05,39.0,2-year,credit_card,No,N,,Yes,Yes,No internet service,Yes,1,no,No,yes
CUST_000093,34.469203591839715,m,57.299563765742725,1567.26,25.0,monthly,bank_transfer,dsl,Y,yes,no,Yes,Yes,no,0,yes,Yes,no
CUST_000094,40.085067801033475,Male,72.65977969481857,1406.35,21.0,1-year,credit_card,dsl,No,no,Yes,Yes,no,Y,1,No,Yes,Y
CUST_000095,39.118377703017636,MALE,67.82514280174927,692.66,10.0,1-year,Credit card,DSL,no,no,No,no,No,no,No,No,yes,No
CUST_000096,23.04727577801822,FEMALE,22.38867040385599,915.49,43.0,monthly,Mailed check,dsl,Y,,,No internet service,yes,N,0,no,Yes,0
CUST_000097,49.44180415596864,F,80.36414433263475,N/A,15.0,2-year,Mailed check,dsl,0,,No internet service,Yes,Yes,yes,0,No,no,0
CUST_000098,48.91582908269834,Female,69.30793010912576,3487.76,48.0,Month-to-month,Credit card,dsl,1,Yes,,,No,No,1,yes,No,N
CUST_000099,45.07670184963691,MALE,75.1653727934918,1630.32,21.0,Two year,Mailed check,Fiber optic,No,no,yes,No,no,no,0,Yes,Yes,No
CUST_000100,41.48119299937279,MALE,143.52475412872653,8989.97,60.0,1-year,bank_transfer,DSL,no,Yes,No internet service,No,no,yes,1,Yes,no,no
CUST_000101,23.769438869243785,f,23.31774121002823,1143.13,50.0,1-year,credit_card,No,yes,yes,yes,no,yes,no,0,Yes,No,Yes
CUST_000102,38.69032015851961,F,99.49393299522217,2489.9,23.0,1-year,Mailed check,dsl,Y,No phone service,yes,No internet service,no,no,1,no,Yes,Yes
CUST_000103,39.85928225209846,F,59.25104961199289,739.6,13.0,2-year,bank_transfer,none,Y,Yes,No,No internet service,no,yes,Yes,Yes,Yes,0
CUST_000104,32.96584096167572,FEMALE,70.74657808806019,N/A,69.0,One year,credit_card,Fiber optic,yes,,No,No internet service,No,Y,1,Yes,Yes,no
CUST_000105,42.580714325009865,F,64.08975509397516,264.29,4.0,2-year,bank_transfer,dsl,1,No,no,,No,no,1,Yes,No,1
CUST_000106,51.060762852218076,MALE,56.51527333203913,4047.28,72.0,Month-to-month,Credit card,Fiber optic,Yes,No phone service,no,,yes,yes,Yes,No,Yes,1
CUST_000107,73.29278851815795,Male,53.60334143522483,442.37,9.0,Month-to-month,Bank transfer,DSL,no,yes,yes,no,Yes,no,1,No,Yes,Yes
CUST_000108,47.61866719247758,M,71.59017471146018,2665.23,35.0,Month-to-month,Credit card,none,yes,,,No internet service,yes,Y,1,No,no,1
CUST_000109,48.86325586084146,Female,34.656526066566414,683.99,21.0,Month-to-month,Mailed check,none,0,No phone service,no,No internet service,No internet service,yes,0,yes,no,Yes
CUST_000110,43.883311263507494,M,80.01158335043532,,58.0,Month-to-month,credit_card,none,Y,,No,Yes,no,no,0,yes,no,No
CUST_000111,16.21843177051438,MALE,56.67611190229492,933.01,18.0,monthly,bank_transfer,dsl,0,Yes,no,No internet service,Yes,Yes,0,yes,no,1
CUST_000112,44.602291868261744,M,42.398613219192846,3172.58,72.0,1-year,Mailed check,Fiber optic,no,,yes,,No,Y,0,Yes,Yes,Yes
CUST_000113,45.9034531491154,MALE,55.99974284008373,2169.86,43.0,2-year,Mailed check,none,1,yes,No internet service,Yes,No internet service,no,Yes,No,No,Yes
CUST_000114,81.94863168727929,M,90.14298433725146,532.76,6.0,monthly,Bank transfer,fiber,no,No,,Yes,No internet service,No,1,yes,Yes,no
CUST_000115,42.114585528283165,F,54.29329825967553,3310.42,67.0,2-year,Mailed check,fiber,0,Yes,,No internet service,no,yes,0,no,yes,Yes
CUST_000116,49.523210135004184,m,72.1690723641924,918.24,12.0,One year,Bank transfer,Fiber optic,0,Yes,Yes,No,No,no,0,No,No,1
CUST_000117,44.47932345442135,F,50.38087448569053,658.99,12.0,Two year,credit_card,dsl,Yes,yes,no,yes,Yes,Y,0,Yes,yes,0
CUST_000118,27.46982943570702,F,80.1584369984724,5295.51,66.0,1-year,credit_card,dsl,Y,yes,,,No,Y,0,No,Yes,0
CUST_000119,62.14234221772531,FEMALE,78.71015477580409,165.09,2.0,One year,bank_transfer,DSL,No,No phone service,No,No,no,No,1,Yes,No,1
CUST_000120,56.27899549030161,f,101.97217666592823,1571.7,15.0,monthly,Bank transfer,DSL,Yes,No,No internet service,No internet service,No internet service,No,0,yes,No,N
CUST_000121,56.865479205645705,f,61.48872109001569,1350.49,23.0,Two year,Credit card,none,Yes,,No,No internet service,no,N,Yes,Yes,no,yes
CUST_000122,31.359188178078917,M,78.37309609515813,2190.87,29.0,One year,credit_card,No,No,No phone service,no,No,yes,N,0,Yes,Yes,yes
CUST_000123,66.04191466404149,MALE,66.9613507907789,486.91,7.0,2-year,bank_transfer,DSL,No,,yes,No internet service,No internet service,no,Yes,no,yes,no
CUST_000124,23.972234058115788,FEMALE,90.91743563726028,2567.38,28.0,Two year,Credit card,dsl,1,,Yes,,no,Yes,Yes,No,No,yes
CUST_000125,53.80285640700406,F,50.623352247825395,766.11,14.0,2-year,credit_card,No,1,,Yes,Yes,Yes,Y,No,Yes,No,No
CUST_000126,77.85683438714968,FEMALE,79.90010625754562,3702.35,44.0,One year,credit_card,DSL,Yes,No phone service,No internet service,no,Yes,Yes,1,no,no,N
CUST_000127,30.141955123039676,M,61.106054077666364,N/A,30.0,monthly,bank_transfer,Fiber optic,no,Yes,,No internet service,Yes,Yes,No,no,No,N
CUST_000128,36.50553405595842,f,63.71623645783004,2223.82,32.0,2-year,bank_transfer,fiber,yes,yes,,No internet service,yes,no,No,no,no,no
CUST_000129,46.49477047631462,m,66.83504968896746,4775.07,70.0,Two year,Electronic check,DSL,yes,Yes,,No,No,yes,1,yes,No,1
CUST_000130,37.44786518825701,Female,70.04480792853354,380.68,6.0,One year,Mailed check,DSL,Yes,No,Yes,Yes,Yes,yes,Yes,yes,No,Yes
CUST_000131,21.74004853400801,M,62.675419137560844,1578.87,27.0,2-year,Mailed check,Fiber optic,no,No phone service,yes,No,yes,yes,1,Yes,Yes,yes
CUST_000132,46.02844462209041,FEMALE,69.29426366341052,1505.73,24.0,monthly,Credit card,dsl,No,No,,,Yes,No,0,No,No,No
CUST_000133,44.79754162893099,m,84.02898554116173,3479.24,46.0,One year,Bank transfer,none,Yes,,Yes,,No internet service,Yes,0,Yes,No,no
CUST_000134,52.10388645952772,Female,84.70899371230436,3306.43,40.0,monthly,Credit card,Fiber optic,Yes,yes,,No internet service,Yes,No,1,yes,no,no
CUST_000135,31.20863648649295,Male,82.38309184993793,3778.4,47.0,monthly,credit_card,none,Y,no,yes,Yes,No,Y,Yes,Yes,no,1
CUST_000136,68.2490160752631,M,55.889209479522584,1229.18,24.0,1-year,Electronic check,DSL,no,No,No internet service,,no,N,Yes,Yes,yes,no
CUST_000137,33.251200614956446,M,47.21518343543351,,65.0,monthly,Electronic check,dsl,Y,Yes,No internet service,No internet service,Yes,Y,1,yes,No,Yes
CUST_000138,40.16907725691487,Male,84.10601116475506,1559.37,18.0,1-year,credit_card,No,Y,No,Yes,,no,Y,1,Yes,Yes,Y
CUST_000139,57.202758260545046,Male,82.52093585059589,3957.42,44.0,1-year,bank_transfer,DSL,Yes,No phone service,yes,No internet service,Yes,no,No,no,Yes,0
CUST_000140,26.53703525349067,M,94.45341351501963,N/A,57.0,2-year,Bank transfer,Fiber optic,no,yes,No,No internet service,No,yes,0,Yes,yes,yes
CUST_000141,48.41189901906194,Male,52.92038748061541,1500.73,28.0,2-year,Bank transfer,No,Y,yes,yes,No internet service,no,No,1,no,No,No
CUST_000142,64.60714131423642,F,60.40902689279306,4004.07,71.0,1-year,Mailed check,fiber,1,No,No,no,yes,N,1,yes,no,no
CUST_000143,20.88775148158159,Female,32.21031674949132,788.15,23.0,One year,bank_transfer,No,0,No,No,yes,Yes,No,0,No,yes,1
CUST_000144,47.769507877984566,Female,57.15057787878254,1870.04,34.0,Two year,Credit card,Fiber optic,1,,yes,Yes,Yes,no,Yes,no,yes,yes
CUST_000145,48.89824191372635,Female,84.93141021158894,974.42,11.0,One year,Electronic check,No,no,No,no,no,yes,Y,0,No,no,1
CUST_000146,56.72734307665965,F,55.67009241543604,1793.32,35.0,1-year,Mailed check,Fiber optic,yes,,yes,yes,No,N,0,yes,yes,No
CUST_000147,26.445739336828773,MALE,77.80959590401648,3020.32,42.0,Two year,credit_card,DSL,0,No phone service,No,,No internet service,yes,0,Yes,yes,N
CUST_000148,25.193150803735854,Male,61.18993788004377,1688.78,28.0,2-year,bank_transfer,dsl,N,No phone service,,yes,Yes,Yes,1,no,no,N
CUST_000149,52.829123484253465,m,71.48114056443121,1835.49,24.0,Two year,Electronic check,fiber,Y,Yes,No internet service,yes,yes,Yes,1,no,No,0
CUST_000150,49.45477009849779,Male,42.04617220368665,345.49,8.0,1-year,Credit card,dsl,Y,No,No internet service,no,No internet service,no,Yes,yes,Yes,0
CUST_000151,,M,66.70418899267803,3700.63,53.0,2-year,Credit card,dsl,no,Yes,Yes,Yes,Yes,yes,Yes,yes,Yes,No
CUST_000152,50.19672314245464,f,5.177280581985535,375.61,72.0,Two year,Bank transfer,dsl,1,no,No internet service,No,no,Yes,1,Yes,no,0
CUST_000153,34.79962917632264,FEMALE,61.2620768367603,233.7,4.0,Two year,Mailed check,Fiber optic,N,No phone service,no,yes,yes,Yes,1,No,no,N
CUST_000154,48.48380545741505,FEMALE,32.3905351256972,174.31,5.0,One year,credit_card,Fiber optic,yes,yes,No,No,no,N,1,no,No,no
CUST_000155,49.39608709948022,Female,89.11989033093631,4261.19,49.0,Two year,Electronic check,fiber,Y,,yes,No,No,N,0,No,yes,yes
CUST_000156,34.28472872960448,Male,80.54814705529023,,137.84513124839842,1-year,Credit card,Fiber optic,Yes,no,yes,No internet service,No internet service,No,1,no,No,No
CUST_000157,72.98661766717134,m,74.33341963932162,5670.81,72.0,  Month-to-month  ,Electronic check,none,1,yes,no,No,yes,yes,0,no,yes,no
CUST_000158,52.10749381367681,M,95.4201245431876,5742.48,63.0,Month-to-month,credit_card,Fiber optic,no,no,No internet service,,Yes,Yes,1,Yes,yes,yes
CUST_000159,49.96895147105346,m,89.35918304611117,4381.1,49.0,Two year,bank_transfer,DSL,N,no,,no,Yes,no,1,no,Yes,0
CUST_000160,54.84830412950745,MALE,99.94726395831117,2592.69,26.0,1-year,Mailed check,Fiber optic,1,Yes,No internet service,No internet service,No internet service,N,1,no,no,no
CUST_000161,30.379774946590178,F,83.6438312852077,4758.95,57.0,Month-to-month,Bank transfer,DSL,Y,,Yes,Yes,no,N,1,yes,no,yes
CUST_000162,56.80626905613678,m,60.26889425562108,2315.48,37.0,One year,Electronic check,fiber,yes,No phone service,No internet service,Yes,no,No,Yes,Yes,No,Y
CUST_000163,62.37893368511106,M,87.71240294365889,617.78,7.0,1-year,bank_transfer,none,Y,,Yes,,yes,yes,0,yes,yes,No
CUST_000164,32.68976522472434,Female,42.87412975176731,1784.54,40.0,2-year,Bank transfer,Fiber optic,1,yes,yes,No internet service,yes,Y,No,no,yes,No
CUST_000165,59.45064193866483,Male,48.50971676944653,1775.56,39.0,1-year,credit_card,fiber,0,no,No,Yes,no,N,1,Yes,yes,yes
CUST_000166,51.191713904047475,M,52.828205535205996,3069.1,62.0,1-year,Bank transfer,No,No,,,yes,yes,yes,1,no,yes,no
CUST_000167,57.33090239991735,FEMALE,54.420445838719694,3159.22,53.0,Two year,Electronic check,DSL,Y,No,Yes,Yes,no,no,0,Yes,No,Yes
CUST_000168,73.4518947398092,MALE,43.86884714479494,164.74,4.0,Two year,Electronic check,Fiber optic,N,No,No internet service,No internet service,No internet service,No,No,No,Yes,0
CUST_000169,41.31917825995694,F,,$2236.54,25.0,Two year,bank_transfer,none,0,No phone service,No internet service,,yes,Y,Yes,No,no,N
CUST_000170,33.693957534637654,MALE,59.822911992603366,423.23,7.0,monthly,Credit card,DSL,1,,yes,yes,no,N,1,Yes,no,yes
CUST_000171,31.657283555617152,MALE,72.05009936713759,2013.72,28.0,One year,bank_transfer,none,0,yes,no,No,yes,N,0,no,Yes,Yes
CUST_000172,32.762845725518424,m,53.592972671726386,3653.89,69.0,1-year,Electronic check,DSL,N,No,,No,Yes,No,Yes,Yes,yes,yes
CUST_000173,43.84347435878844,m,28.587933989029658,1906.86,67.0,1-year,Bank transfer,No,0,No phone service,no,No,Yes,No,1,no,Yes,Yes
CUST_000174,68.46965483721009,Female,89.57961004978124,5713.65,59.0,Two year,Electronic check,Fiber optic,yes,yes,Yes,No internet service,yes,N,Yes,no,no,Yes
CUST_000175,49.150361989950284,m,26.754900491604463,282.76,11.0,1-year,bank_transfer,DSL,1,No phone service,no,No internet service,no,N,0,no,Yes,no
CUST_000176,57.40774873554036,m,63.627319078290625,4353.68,67.0,2-year,Credit card,dsl,No,yes,,No,No,yes,0,yes,no,N
CUST_000177,45.19502837816861,M,,260.83,7.0,1-year,Electronic check,No,N,No,,Yes,no,No,0,No,no,1
CUST_000178,66.80301115735975,FEMALE,104.74551998461617,2315.37,,Month-to-month,Electronic check,dsl,N,No,No,No,yes,No,Yes,yes,Yes,1
CUST_000179,,Female,83.22725444349443,5531.33,61.0,2-year,credit_card,No,Yes,No,no,no,no,no,0,No,Yes,Yes
CUST_000180,85.80253749884429,Male,67.11507582542961,4438.33,71.0,2-year,Credit card,dsl,no,Yes,No,,Yes,no,No,No,Yes,0
CUST_000181,54.385010216475095,M,90.27413355309338,$3069.32,34.0,1-year,credit_card,dsl,N,No,No internet service,no,yes,no,0,yes,yes,0
